연번,구,유형,주소,세부 위치,위도,경도
12,양천구,폐형광등,서울특별시 양천구 목1동 927-4 횃불교회 앞,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 808-5 대원칸타빌(아) 관리동,,,
12,양천구,폐형광등,"서울특별시 양천구 목1동 808-5,6 우당아파트 관리동",,,
12,양천구,폐형광등,서울특별시 양천구 목1동 916 현대하이페리온 101동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 916 현대하이페리온 102동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 916 현대하이페리온 103동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 917 목동파라곤 지하2층,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 919-3 목1동 주민센터,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 923-15 목동굿모닝탑(아),,,
12,양천구,폐형광등,서울특별시 양천구 목1동 926 목동아파트 7단지 709동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 926 목동아파트 7단지 721동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 926 목동아파트 7단지 733동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 926 목동아파트 7단지 관리동상가,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 926-7 벽산아파트 관리동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 926-8 성원아파트 관리사무소,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 927-6 진명여고,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 930 현대아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 931 현대아파트 107동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 931 현대아파트 108동 경비실,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 932 현대1차아파트 관리동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 933 삼익아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 934 금호아파트 경비실,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 935 진도1차아파트 관리동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 936 진도2차아파트 관리동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 940 현대아이파크,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 947 3차 월드메르디앙아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 961 현대하이페리온 Ⅱ  201동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 961 현대하이페리온 Ⅱ  202동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 961 현대하이페리온 Ⅱ  203동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 961 현대하이페리온 Ⅱ  204동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 961 현대하이페리온 Ⅱ  205동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 961 현대하이페리온 Ⅱ  206동,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 962-1 트라팰리스 스크린골프 동쪽 1,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 962-1 트라팰리스 스크린골프 동쪽 2,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 962-1 트라펠리스 서쪽 1,,,
12,양천구,폐형광등,서울특별시 양천구 목1동 962-1 트라펠리스 서쪽 2,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 주민센터 지상주차장,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 200 우성아파트 ,,,
12,양천구,폐형광등,"서울특별시 양천구 목2동 200 우성아파트 (103동,104동)",,,
12,양천구,폐형광등,서울특별시 양천구 목2동 517 근린공원 노인정,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 502-1 신화타워아파트,,,
12,양천구,폐형광등,"서울특별시 양천구 목2동 520-33 앞, 산밑에 ",,,
12,양천구,폐형광등,서울특별시 양천구 목2동 539-4 효성2차아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 937 금호아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 551 금호아파트 104동,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 552 금호아파트 105동,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 750-5 월드메르디앙아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 752-1 극동늘프름아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 751-4 성원아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 751-4 성원아파트 102동,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 928 건영아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 949 웨스트빌아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 949 웨스트빌아파트 102동,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 950 대림e-편한세상아파트 102동,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 950 대림e-편한세상아파트 106동,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 953 두산위브아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 955 근상프리즘아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목2동 959 정은스카이,,,
12,양천구,폐형광등,서울특별시 양천구 목3동 617-12 도깨비문화센터,,,
12,양천구,폐형광등,서울특별시 양천구 목3동 646-23 백석어린이 공원쪽,,,
12,양천구,폐형광등,서울특별시 양천구 목3동 709-2 목동성원아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 목3동 709-2 목동성원아파트 103동,,,
12,양천구,폐형광등,서울특별시 양천구 목3동 709-3 목동성원아파트 소공원앞,,,
12,양천구,폐형광등,서울특별시 양천구 목3동 716-9 맞은편 양심거울,,,
12,양천구,폐형광등,서울특별시 양천구 목3동 717-28,,,
12,양천구,폐형광등,서울특별시 양천구 목3동 956 목동롯데캐슬아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 목3동 956 목동롯데캐슬아파트 107동,,,
12,양천구,폐형광등,서울특별시 양천구 목3동 960 목동신안아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목3동 721 일신파스텔,,,
12,양천구,폐형광등,서울특별시 양천구 목3동 양동중 담벼락 교문옆,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 722-5 세종그랑시아,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 724-2 동구햇살아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 736-4 목화아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 739-5 길성아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 739-1 보미리존빌,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 748-7 양동유치원,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 753-1 금강에스프아,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 755-1 현대아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 756-16 앞 담벼락,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 758-2 현대아이파크,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 763-1 성원아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 768-5 금호타운아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 769-19 에이스아파트 경비실옆,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 771-31 인우아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 772-11 목동스카이빌,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 772-7 신동아아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 788-24 마장어린이공원앞,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 806-17 동도빌라트,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 904-19 목4동주민센터,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 941 대원칸타빌 2단지 201동,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 941 대원칸타빌 2단지 204동 ,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 944 대원칸타빌 3단지 301동,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 948 월드메르디앙 2차,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 951 금호어울림 103동,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 951 금호어울림 107동,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 957 명지아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목4동 958 미소래아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 901 목동1단지아파트 103동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 901 목동1단지아파트 119동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 901 목동1단지아파트 130동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 901 목동1단지아파트 126동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 902 목동1단지아파트 관리동상가,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 902 목동2단지아파트 일반상가 232동뒤,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 902 목동2단지아파트 205동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 903 목동2단지아파트 218동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 903 목동3단지아파트 304동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 903 목동3단지아파트 309동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 903 목동3단지아파트 관리동상가 (319동앞),,,
12,양천구,폐형광등,서울특별시 양천구 목5동 903 목동3단지아파트 328동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 904 목동4단지아파트 406동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 905-22 목동트윈빌,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 907-12 부영1차아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 907-14 벽산미라지타워,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 908-32 목5동주민센터,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 907 현대월드타워,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 907-4 우성상가,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 907-10 현대파리지앙,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 908 대신생명빌딩,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 908-28 부영2차아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 908-34 부영3차아파트,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 909 월촌중학교,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 909-5 문화센타옆,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 911 목동6단지아파트 관리동상가,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 911 목동6단지아파트 일반상가,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 911-2 양정고등학교,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 912 목동5단지아파트 528동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 912 목동5단지아파트 관리사무소,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 929 한신청구아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 929 한신청구아파트 106동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 929 한신청구아파트 108동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 929 한신청구아파트 110동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 929 한신청구아파트 112동,,,
12,양천구,폐형광등,서울특별시 양천구 목5동 929 한신청구아파트 113동,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 1032 방원예뜨랑아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 110-1 은성아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 119 월성경로당,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 120 길훈 엔트러스빌 경비실 ,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 125 보람쉬움아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 127-1 궁전아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 133-18 현대연립,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 135-18 신월1동주민센터,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 145 탑건아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 217-8 해주아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 218-12 동도하이츠아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 222-7 성원아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 235-7 신목동샤르망오피스텔,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 230-1 반곡어린이공원,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 217 나산아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 217-2 나산아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 220-11,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 100번지 신내어린이공원,,,
12,양천구,폐형광등,서울특별시 양천구 신월1동 134 태형아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 1020 신성미소지움아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 1029 신도신월1차아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 1030 방주기픈샘아파트 101,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 1030 방주기픈샘아파트 102,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 1037 장수아파트 304동,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 1040 신월2차신성미소지움,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 1052 동도센트리움아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 446-2 청솔주상복합아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 447-13 상아름아파트 102동,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 465-6 보성아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 475 서울가든아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 478-19 양강초등학교 담쪽,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 483-11 신월2동주민센터,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 491-1 대림아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 494-8 제일캐슬아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 506-1 우당아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 507-3 나이아가라아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 1055 신정뉴타운 두산위브아파트 103동,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 1055 신정뉴타운 두산위브아파트 105동,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 607-1 동방아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 610-3 신남중학교,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 신월로29길61 롯데캐슬 정문,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 신월로29길61 롯데캐슬 101동,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 신월로29길61 롯데캐슬 105동 2-1,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 신월로29길61 롯데캐슬 105동2-2,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 신월로29길61 롯데캐슬 106동,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 신월로29길61 롯데캐슬 107동,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 신월로29길61 롯데캐슬 108동,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 신월로29길61 롯데캐슬 109동,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 신월로29길61 롯데캐슬 110동,,,
12,양천구,폐형광등,서울특별시 양천구 신월2동 1049 동원데자뷰아파트,,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 171-27, 코아루1단지",,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 171-27, 코아루2단지",,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 167-5, 신월3동주민센터",,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 187-1, SOS지역아동복지센터",,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 198-4, 양서중",,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 207, 금강아파트",,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 207-21, 금강아파트",,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 207-1, 신월119안전센터",,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 45-20, 금융고 모퉁이",,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 44-12, 금융고 정문옆",,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 42-20, 금융고 옆길",,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 48-1, 대호빌라",,,
12,양천구,폐형광등,서울특별시 양천구 신월3동 151-29,,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 165-11, 신월3동주차장",,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 201-25, 마대자루에 담음",,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 39-2, 광영고 후문 담장 옆 수거함",,,
12,양천구,폐형광등,"서울특별시 양천구 신월3동 259, 독수리 아파트",,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 1016 원능한빛아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 1017 대방아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 1026 벽산블루밍1단지,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 1027 벽산블루밍아파트 2단지 ,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 1034 대성유니트아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 1041 삼정그린뷰아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 1042 삼익아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 1044 정은스카이빌101동,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 1046 삼익2차아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 1049 보람아파트 1차 102동,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 1049 보람아파트 2차 203동,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 1051 정은스카이빌 102동,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 418-4 탑건위너빌,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 425-2 신월4동주민센터,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 426-3 방주아파트 ,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 429-1 성우아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 441 강서초등학교,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 514-3 해태아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 533-1 금용아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 538 길성아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 540-1 한빛복지관,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 545-1 담벼락,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 547-6 세아아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 1057-1 롯데캐슬아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 1057-1 롯데캐슬아파트 102동,,,
12,양천구,폐형광등,서울특별시 양천구 신월4동 1057-1 롯데캐슬아파트 103동,,,
12,양천구,폐형광등,서울특별시 양천구 신월5동 1025 탑건진선미아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월5동 1031 신도브레뉴아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월5동 1-25 제일아파트 102동,,,
12,양천구,폐형광등,서울특별시 양천구 신월5동 1-25 신동아 203동,,,
12,양천구,폐형광등,서울특별시 양천구 신월5동 18-17 태승아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월5동 27-13 신월5동주민센터,,,
12,양천구,폐형광등,서울특별시 양천구 신월5동 6-7 강신초등학교,,,
12,양천구,폐형광등,서울특별시 양천구 신월5동 수명산 동원데자뷰 아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월5동 수명산 sk아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 신월5동 수명산 sk아파트 102동,,,
12,양천구,폐형광등,서울특별시 양천구 신월5동 수명산 태승훼미리,,,
12,양천구,폐형광등,서울특별시 양천구 신월6동 1012 공원 옆,,,
12,양천구,폐형광등,서울특별시 양천구 신월6동 1022-1 벽산블루밍 2차 관리사무소,,,
12,양천구,폐형광등,서울특별시 양천구 신월6동 1023-1 벽산블루밍 1차 101동,,,
12,양천구,폐형광등,서울특별시 양천구 신월6동 1028 대주파크빌 관리사무소,,,
12,양천구,폐형광등,서울특별시 양천구 신월6동 557-6 성원주택 C동,,,
12,양천구,폐형광등,서울특별시 양천구 신월6동 591-1 신안약수아파트 5동,,,
12,양천구,폐형광등,서울특별시 양천구 신월6동 1003 로즈힐아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신월7동 331-101 디이아빌아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 신월7동 331-101 디이아빌아파트 102동,,,
12,양천구,폐형광등,서울특별시 양천구 신월7동 350-2 우정아파트,,,
12,양천구,폐형광등,"서울특별시 양천구 신월7동 350-2 신안파크아파트 6,7동사이",,,
12,양천구,폐형광등,서울특별시 양천구 신월7동 962-10 신월7동주민센터,,,
12,양천구,폐형광등,서울특별시 양천구 신월7동 987-2 시영아파트 7동,,,
12,양천구,폐형광등,서울특별시 양천구 신월7동 341-1 길훈아파트 102동,,,
12,양천구,폐형광등,서울특별시 양천구 신월7동 927-5 모아모아하우스(7-1),,,
12,양천구,폐형광등,서울특별시 양천구 신정1동 1051-11 신정1동주민센터,,,
12,양천구,폐형광등,서울특별시 양천구 신정1동 310 목동10단지 1030동,,,
12,양천구,폐형광등,서울특별시 양천구 신정1동 311 목동10단지 하나로마트앞,,,
12,양천구,폐형광등,서울특별시 양천구 신정1동 311-20 신일빗물펌프장,,,
12,양천구,폐형광등,서울특별시 양천구 신정1동 312 목동9단지 930동,,,
12,양천구,폐형광등,서울특별시 양천구 신정1동 312 목동9단지 관리사무소,,,
12,양천구,폐형광등,"서울특별시 양천구 중앙로36길 15 목동힐스테이트아파트,101동",,,
12,양천구,폐형광등,"서울특별시 양천구 중앙로36길 15 목동힐스테이트아파트,103동",,,
12,양천구,폐형광등,"서울특별시 양천구 중앙로36길 15 목동힐스테이트아파트,105동",,,
12,양천구,폐형광등,"서울특별시 양천구 중앙로36길 15 목동힐스테이트아파트,107동",,,
12,양천구,폐형광등,"서울특별시 양천구 중앙로36길 15 목동힐스테이트아파트,109동",,,
12,양천구,폐형광등,"서울특별시 양천구 중앙로36길 15 목동힐스테이트아파트,111동",,,
12,양천구,폐형광등,"서울특별시 양천구 중앙로36길 15 목동힐스테이트아파트,113동",,,
12,양천구,폐형광등,"서울특별시 양천구 중앙로36길 15 목동힐스테이트아파트,115동",,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 87-39 유원 목동아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 119-21,,,
12,양천구,폐형광등,"서울특별시 양천구 신정2동 127-60, 시장입구",,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 129-54,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 329-9 신정2동주민센터,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 333 대림아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 334 쌍용아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 335 쌍용아파트 102동,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 336 청구아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 339 파인빌아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 340 반석블레스빌아파트 출입구좌측,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 1252 신정현대아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 1279 목동현대아파트 103동,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 1279 목동현대아파트 106동,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동1278 삼성아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동1278-1 삼성아파트 106동,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 1296 현대아이파크 아파트 101동,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 1296 현대아이파크 아파트 103동,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 1296 현대아이파크 아파트 105동,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 1297 길훈로즈빌아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 1300 명지해뜨는터 아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 1307 경남아너스빌아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신정2동 1309 롯데낙천대아파트,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1148-4,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1195 꽃사슴노인정 옆,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 주민센터,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1321 신정이펜하우스 1단지 관리사무소 앞,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1322 신정이펜하우스 2단지 201동,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1322 신정이펜하우스 2단지 202동,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1322 신정이펜하우스 2단지 203동,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1322 신정이펜하우스 2단지 204동,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1322 신정이펜하우스 2단지 205동,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1322 신정이펜하우스 2단지 206동,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1322 신정이펜하우스 2단지 220동,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1316 신정이펜하우스 3단지 301동,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1316 신정이펜하우스 3단지 302동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1316 신정이펜하우스 3단지 303동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1316 신정이펜하우스 3단지 305동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1316 신정이펜하우스 3단지 306동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1316 신정이펜하우스 3단지 308동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1316 신정이펜하우스 3단지 309동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1316 신정이펜하우스 3단지 311동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1316 신정이펜하우스 3단지 312동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1316 신정이펜하우스 3단지 313동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1316 신정이펜하우스 3단지 314동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1316 신정이펜하우스 3단지 316동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1316 신정이펜하우스 3단지 319동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1316 신정이펜하우스 3단지 321동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1317 신정이펜하우스 4단지 402동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1317 신정이펜하우스 4단지 403동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1317 신정이펜하우스 4단지 404동 ,,,
12,양천구,폐형광등,서울특별시 양천구 신정3동 1317 신정이펜하우스 4단지 406동 ,,,
